"BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-CaV","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-IB1","US-IB2","US-ICs","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-Oho","US-ONA","US-Prr","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwf","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xAB","US-xBL","US-xBL","US-xBR","US-xBR","US-xCL","US-xCL","US-xDC","US-xDC","US-xGR","US-xGR","US-xJE","US-xJE","US-xJR","US-xJR","US-xKA","US-xKA","US-xKZ","US-xKZ","US-xMB","US-xMB","US-xML","US-xML","US-xNG","US-xNG","US-xRN","US-xSE","US-xSE","US-xSJ","US-xSJ","US-xSR","US-xSR","US-xST","US-xST","US-xTA","US-xTA","US-xTR","US-xTR","US-xUK","US-xUK","US-xUN","US-xUN"
32,48.52500075,18.4,8.3075,7.58775,8.94915,19.2666666666667,6.45,20.557,7.45,34.44,19.378,13.3675,35.7625,24.1435,14.011,40.2445,16,29.1375,30,12.15,17,9.65,7.475,7.3,7.940125,6.55,3.258473,5.116,2.339281377,16.5625,6.325,19.985,14.001,25.354125,8.2166665,2.6,35.1505,10,4.35,8.201,11.3,24.8,13,26.4125,30.851,25.9805,10.248,24.4,4.6383335,2.715,15.995,11.648335,17.55,7.06,7.522,53.10668,11.7505,4.75,23.135,21.374,89.458,78.901,45.56773,28.007,17,7.2145,15.8,32.376,22.4695,19.5,14.2,2.06685613333333,31.9,36,73.4,69.9,64.2019725,3.54166666666667,8.75,20.6,29.61591,29.606588235,15.771,8.97916666666667,5.517,8.6355,6.743,4.96666666666667,24.9768775,20.4655,10.7583333333333,20.8,18.65,28.05255,78.5,17.62824,38.0007,65.007,3.1,25.2622,28.04992,27.815,19.435,21.6335,10.520014195,3.485,7.63,11.93,6.1,14.1,26.4,7.1,41.373,21.1993265,0.12,0.1,0.02,9.475,6.652025,5.2380051085,12.5,8.8225,19.2,6.9,10.958,64.666603,4.54675,4.67125,3.5738,15,32.056665,9.519,17.75,17.2355,22.38,21.13,9.76375,11.3583333333333,17.98,18.77,21.44,21.8733333333333,23.177,20.37,22.588,22.588,20.3058333333333,22.2055,16.04625,11.3333333333333,24.45625,24.24825,30.23,30.6375,7.89833333333333,6.8575,35.5775,35.4675,10.7675,8.962,15.3275,24.063,25.425,3.90875,4.00833333333333,5.295,4.36125,23.6016666666667,24.7566666666667,8.08083333333333,14.8633333333333,19.2416666666667,16.565,35.9075,35.63,22.48,24.295
32,48.599999,18.4,8.296,7.548,9.05,19.3708333333333,6.5,20.5435,7.45,34.428,19.332,13.354,35.689,24.091,14.015,40.3635,16.101,29.2785,30,12.15,17,9.625,7.4375,7.35,7.970075,6.525,3.3090282,5.116,2.405529238,16.525,6.34,20.09125,13.5005,25.3755,8.083333,2.566667,36.5,10,4.4,8.201,11.3,24.8,13.5005,26.371,30.505,25.9086666666667,10.229,24.3,4.6216665,2.5616665,15.973335,11.645,17.4,7.06,7.55,52.98844,11.4,4.675,23.051,21.226,89.4765,79.012,45.56598,28.173,17,7.2095,15.6,32.297,22.358,19.5702785714286,14.2,2.046819,32.15,36,73.3,69.7,64.188445,3.39354166666667,8.55,20.14,29.84628375,29.56057907,15.6945,9.0125,5.617,8.602,7.036,5.03333333333333,24.976805,20.475,10.825,20.8,18.6,28.0468,78.5,17.60496,38.01075,65.007,3,25.20188,28.11336,27.785,19.435,21.6,10.44894,3.47,7.63,11.93,6.1,14.1,27.55,7.1,41.3395,21.1451635,0.12,0.1,0.02,9.32,6.784875,5.2814,12.5,8.8525,19.15,6.9,10.94425,64.682396995,4.51525,4.699,3.55895,15,32.18367,9.613,17.9,17.2375,21.98,21.4066666666667,9.785,11.35375,17.335,18.92,21.7620833333333,22.5683333333333,22.2956666666667,20.645,22.0966666666667,21.74,18.95625,22.7791666666667,15.655,11.0616666666667,24.416,24.123,30.36,30.47,8.165,6.79,35.8325,35.745,11.17375,9.2225,15.47,23.0891666666667,25.2233333333333,3.89225,3.96666666666667,5.3125,4.31,23.23375,24.415,7.80833333333333,15.02075,21.1954166666667,16.9733333333333,35.59,35.44,24.02,24.23625
32,48.7,18.4,8.305,7.51725,9.078,19.4875,6.5,20.5515,7.45,34.404,19.4275,13.3455,35.633,24.0535,13.999,40.228,16.101,29.42175,30,12.2,17,9.65,7.3875,7.4,7.982725,6.475,3.3118057,5.116,2.4627701575,16.42,6.33,20.077075,13,25.369875,7.9333335,2.5416665,36,10,4.5,8.201,11.3,24.75,13.5005,26.252,30.265,25.9073333333333,10.2335,24.3,4.6199995,2.341667,15.891665,11.6,17.3,7.06,7.571,53.02468,11.0505,4.625,23.005,21.5915,89.458,79.049,45.564445,28.1965,17,7.3685,16,32.1825,22.3195,19.5177149285714,14.2,2.0241056,32.1,36.1,73.45,69.6,64.18341,3.17166666666667,8.45,20.495,29.98926,29.606588235,15.594,9.06791666666667,5.7235,8.602,7.272,5.12333333333333,24.97358,20.479,10.8,20.85,18.65,28.03675,78.5,17.62824,38.05,65.007,2.8,25.25856,28.16016,27.79,19.39,21.5745,10.39204,3.47,7.63,11.93,6.1,14.1,27.45,7.1,41.3305,21.088909,0.12,0.1,0.0195,9.235,6.82315,5.31865,12.35,8.9205,19.2,6.8,10.914,64.859935335,4.5,4.712,3.51815,15,32.20267,9.804,18.05,17.234,22.38125,21.1175,10.22,11.72025,17.5833333333333,18.5633333333333,21.5575,22.1,22.9316666666667,20.47375,22.5483333333333,22.158,19.2725,21.41,15.29875,10.9533333333333,25.0205,24.051,30.225,30.63,8.19666666666667,6.70083333333333,35.2879166666667,35.715,11.2,8.88775,15.674,24.83175,26.025,4.07166666666667,3.95333333333333,5.31375,4.2575,23.01375,24.025,7.98125,14.7341666666667,21.2791666666667,16.7583333333333,35.14,34.9125,23.39,23.6575
32,48.7,18.4,8.3075,7.4835,9.06875,19.5791666666667,6.5,20.5855,7.5,34.38,19.523,13.337,35.577,24.016,13.983,40.1445,16.101,29.3795,31,12.3,17,9.65,7.4125,7.4,8,6.4,3.3430563,5.116,2.49812525,16.3225,6.3,20.0599875,13,25.366,7.8,2.5,36.1,10,4.5,8.3,11.4,24.7,13.5005,26.363,30.24,26.3313333333333,10.251,23.5,4.58,1.9283335,15.695,11.6,17.2,7.033,7.591,53.0791,10.6,4.55,23.2895,21.7645,89.458,79.086,45.567075,28.2565,17,7.172,15.95,32.141,22.425,19.55,14.2,2.00424028333333,32,36.1,73.5,69.9,64.1884475,3.01770833333333,8.3,20.43,30.123245,29.491565325,15.4685,9.10333333333333,5.85,8.602,7.45,5.174,25,20.4895,10.7166666666667,21.3,18.7,28.045,78.5,17.65152,38.05,64.1851245,2.7,25.16132,28.22256,27.815,19.4,21.6,10.355055,3.47,7.65,11.93,6.1,14.1,27.15,7.1,41.338,21.045759,0.12,0.1,0.019,9.22,7.038225,5.3746,12.2,9.032,19.2,6.7,10.87825,65.05969675,4.503,4.7555,3.4613,15,32.165,10.029,18.2,17.234,22.0791666666667,21.155,10.2166666666667,12.5,18.4491666666667,18.7925,21.45,23.3933333333333,22.5466666666667,20.5225,21.9575,22.65,21.7141666666667,22.3791666666667,15.0075,11.155,24.085,23.74475,30.845,31.78,8.2,6.595,35.7633333333333,35.9075,11.113,8.7605,15.4675,24.0736666666667,25.157,3.832,3.90833333333333,5.26625,4.21125,23.7946666666667,24.5554166666667,7.74666666666667,14.7183333333333,21.2341666666667,17.1383333333333,35.33,35.465,23.2920833333333,23.6825
32,48.7,18.4,8.30425,7.4405,9.05725,19.5875,6.5,20.5885,7.5,34.373,19.4845,13.322,35.5525,24.016,13.968,40.075,16.101,29.323,31,12.7,17,9.65,7.45,7.4,8,6.4,3.3076385,5.116,2.520176458,16.258,6.265,20.0225,13,25.373125,7.7,2.475,36,10,4.6,8.35,11.5,24.7,13.5005,26.464,30.215,26.3248333333333,10.2675,24.2,4.5116665,1.975,15.655,11.6,17.25,7.006,7.682,53.042245,10.35,4.55,23.2495,21.7315,89.458,79.1045,45.57781,28.2805,17,7.153,15.85,32.124,22.633,19.45,14.2,1.98925546666667,32.1,36.15,73.5,69.6,64.19014,2.94,8.2,20.395,30.314255,29.5815,15.327,9.10583333333333,5.917,8.602,7.568,5.2,25,20.4895,10.675,21.3,18.7505,28.04825,78.5,17.65152,38.05,64.883743,2.5,25.1946,28.25376,27.79,19.435,21.65,10.317003125,3.47,7.65,11.93,6,14.0505,27.15,7.1,41.3435,21.020207,0.12,0.1,0.019,9.19,7.0759,5.39015,12.05,9.038,19.2,6.6,10.8425,64.9873227,4.55,4.743,3.45825,15,32.19767,10.2285,18.4,17.3,21.9333333333333,21.2733333333333,9.81166666666667,11.5675,16.76,18.6466666666667,21.2075,22.135,22.4533333333333,20.2925,21.2491666666667,21.1825,20.23375,21.78875,14.7225,11.2333333333333,23.956,23.68,31.6175,31.3675,8.09,6.515,36.17,35.5266666666667,10.3766666666667,8.80291666666667,16.4066666666667,23.9686666666667,25.5633333333333,3.8,3.89,5.21,4.1725,23.4515,24.172,7.975,14.0733333333333,20.0975,17.0633333333333,36.35,35.9,25.52,24.3375
32,48.72499875,18.5,8.31575,7.40825,9.0595,19.5875,6.5,20.572,7.5,34.366,19.446,13.307,35.528,24.016,13.953,40.034,16.0505,29.27775,31,12.9505,17,9.65,7.5,7.4,8,6.375,3.30611135,5.116,2.5374948845,16.2055,6.225,20.0825,13,25.36275,7.633333,2.4583335,36,10,4.6,8.45,11.5,24.7,14.001,26.3745,30.1925,25.9645833333333,10.2875,22.6,4.465,2.0533335,15.62,11.6,17.2,6.979,7.7035,52.968875,10.4,4.45,23.223,21.6975,89.458,79.1045,45.59927,28.26,17,7.049,15.8,32.1325,22.617,19.4025526785714,14.2,1.97742026666667,32.2,36.15,73.5,69.8,64.1834975,2.8675,8.2,20.4045,30.48126,29.51,15.195,9.09625,5.968,8.602,7.687,5.23333333333333,25.0220275,20.5005,10.7,21.25,18.7,28.0511,78.5,17.65152,38.06525,64.834379,2.45,25.14832,28.42848,27.78,19.4,21.625,10.3678575,3.47,7.63,11.93,6,14.001,26.95,7.1,41.348,21.0003785,0.12,0.1,0.019,9.205,7.10285,5.50365,12.05,9.098,19.3,6.5,10.80675,64.939847335,4.563,4.747,3.4308,15,32.188495,10.437,18.5,17.3,22.9266666666667,21.495,10.19125,11.781,17.025,18.0033333333333,21.4645833333333,22.1583333333333,22.1916666666667,20.69875,21.67,21.3166666666667,20.2725,21.065,14.48375,10.8616666666667,24.755,24.238,26.17,30.755,7.76666666666667,6.37166666666667,36.1541666666667,35.845,9.96,8.93333333333333,14.79875,24.0186666666667,25.2545,3.78725,3.87,5.17375,4.05208333333333,23.8333333333333,24.35125,7.79,14.1166666666667,19.19,17.21,36.07625,35.36,22.67,23.89
32,48.7750005,18.5,8.3205,7.369,9.047,19.5708333333333,6.5,20.5555,7.5,34.366,19.446,13.307,35.528,24.016,13.953,40.109,16,29.242,31,12.9505,17,9.65,7.55,7.45,7.990125,6.375,3.2618055,5.116,2.5556444595,16.113,6.18,20.04625,13,25.53525,7.55,2.433333,35.95,10,4.7,8.6,11.601,24.65,14.001,26.312,30.099,25.90075,10.317,23.35,4.4566665,1.9533335,15.618335,11.605,17.1,6.979,7.716,52.88693,10.3,4.45,23.221,21.6205,89.495,79.1415,45.607,28.2685,17,7.0805,15.55,32.154,22.5885,19.4,14.2,1.9667412,32.3,36.1,73.4,69.9,64.1784825,2.80166666666667,8.1,20.31,30.668625,29.7,15.0745,9.1125,6.034,8.602,7.747,5.26666666666667,25.0420625,20.4975,10.7,21.25,18.75,28.0536,78.5,17.6939519904,38.05,63.9981655,2.35,25.13116,28.53456,27.735,19.35,21.65,10.31807,3.47,7.63,11.9,6,14.001,26.8,7.1,41.3515,20.984565,0.12,0.1,0.019,9.17,7.1228,5.5816,12.05,9.13,19.25,6.5,10.77925,64.976018015,4.6,4.7245,3.3289,15,32.23866,10.6015,18.65,17.3,22.076,20.8275,10.2245833333333,11.29125,18.0866666666667,19.0920833333333,21.47,21.685,21.9896666666667,20.3558333333333,22.097,21.9385,20.75,22.6833333333333,14.28875,10.4533333333333,24.987,23.7725,29.19,31.03,7.71,6.3975,36.1141666666667,35.8433333333333,10.2805,8.9525,15.795,23.2233333333333,25.5936666666667,3.7675,3.85,5.085,3.55375,23.895,25.015,5.97666666666667,14.4666666666667,20.67,17.035,34.9233333333333,35.155,24.4133333333333,24.65
31,49.67500025,19.3,8.228,6.88675,8.90415,18.1875,6.35,21.9115,7.1,33.69,18.877,13.718,36.735,33.083,13.6475,39.383,16,26.436,31,14.001,16,9.6,7.375,7.35,7.725,6.325,3.1376392,3.1965,2.153344217,17.79,7.154,21.8399875,11,24.6154583333333,8.333333,2.233333,34.95,9,4.6,7.7,10.101,22.1,15,27.459,30.9805,26.8035,10.385,17.3,3.485,0.65666665,12.373335,9.2883335,21.5,7.167,6.6515,47.921225,10.2,4.15,20.584,20.7615,89.198,80.42,45.942385,26.6325,8.5,6.08,12.1,29.1525,19.365,16.9958225714286,13.8,1.95365,34,37,70.3,70.1,63.7576825,4.77333333333333,8.15,21.194,35.130505,28.933958,18.5,8.67875,6.056,8.292,7.747,4.6,28,20.4095,9.8,20.055,22.05,35.2325,77.7,17.46528,39.18125,74.107391,1.9,26.31104,34.1932,29.615,21.79,21.65,10.30933301,3.5,7.29,11.615,5.88,13.2505,25.45,6.85,41.6465,21.1929325,0.09,0.13,0.044,8.92,6.128525,5.00825,11.5248879,8.8055,19.45333,6.1,10.441,69.9378675,4.88835,5.5645,3.5999,10,31.62367,9.203,20.65,15.7,21.7004166666667,20.86,15.36125,18.2479166666667,19.27,20.155,20.8795833333333,22.6325,26.676,21.22125,20.7591666666667,21.265,25.6508333333333,27.20625,12.2216666666667,8.64166666666667,29.2575,24.65,27.854375,27.595,5.61333333333333,5.25333333333333,35.17,36.23,14.49,8.7,14.49,23.09225,24.605,3.865,3.9125,3.09291666666667,3.33233333333333,24.1,23.5791666666667,8.9725,15.895,19.7675,17.5,36.51,30.3733333333333,26.2966666666667,26.495
31,49.75000125,19.400001,8.232,6.876,8.870825,18.2083333333333,6.35,21.92,7.125,33.6745,18.891,13.702,36.731,33.041,13.62575,39.369,16,26.41875,31.5,14.001,16,9.6,7.325,7.4,7.7,6.3,3.1483335,3.239,2.1686434225,17.7525,7.1305,21.8104125,11,24.6351666666667,8.266667,2.216667,35.65,9,4.6,7.8,10.2,22.45,15,27.3795,31.048,26.8183333333333,10.4085,17.35,3.49,0.6633333,12.348335,9.276666,21.2,7.154,6.6265,47.810545,10,4.05,20.582,20.7615,89.235,80.42,45.938425,26.654,8.5,6.092,12,29.1515,19.413,16.9604462857143,13.8,1.94585056666667,33.9,37,70.3,70.05,63.76089,4.65944444444444,8.1,21.147,35.4907225,28.93457145,18.45,8.678,6.1135,8.292,7.807,4.629767,28,20.367,9.76666666666667,20.0575,22.15,35.2113,77.75,17.46528,39.181665,74.043705,2.1,26.3178,34.58632,29.78,21.75,21.65,10.287237175,3.5,7.28,11.6,5.88,13.2505,26.3,6.9,41.6525,21.182504,0.09,0.13,0.044,9.0265,6.185,5.01585,11.5,8.818,19.444585,6.1,10.41625,69.9329175,4.7,5.34,3.586,10,31.791165,9.4465,20.7,15.7195,21.58,20.6275,14.89875,18.4108333333333,19.1183333333333,20.4775,21.2983333333333,23.9870833333333,26.7391666666667,20.438,17.02,21.185,27.9416666666667,27.21,11.87,8.57666666666667,29.19,24.506,27.96,26.6083333333333,5.54833333333333,5.255,34.9916666666667,36.3,14.22,8.37,14.901,21.7206666666667,24.5525,3.76625,3.9,3.07458333333333,3.38033333333333,24.815,24.1716666666667,8.89416666666667,15.37,20.07375,17.6225,35.9525,30.8866666666667,25.7925,26.17
31,49.77500025,19.3500005,8.2405,6.86975,8.9,18.25,6.35,21.9145,7.15,33.659,18.905,13.686,36.727,32.999,13.604,39.503,15.95,26.4075,31.5,14.001,16,9.65,7.325,7.4,7.7,6.3,3.1765282,3.282,2.1924783705,17.705,7.108,21.7937625,11,24.6322916666667,8.2,2.2,35.1,9,4.6,7.8,10.3,22.6,15,27.32,30.896,26.798,10.4375,17.35,3.5166665,0.655,12.315,9.281666,20.5,7.14,6.593,48.133565,9.85,4.05,20.5725,20.7255,89.235,80.42,45.9848,26.6685,8.5,6.114,11.7005,29.1065,19.498,16.9,13.8,1.93910143333333,34.2,37.1,70.3,70,63.7573975,4.53144444444444,8,21.1105,36.0523175,28.977347665,18.45,8.67691666666667,6.134,8.292,7.866,4.64,28,20.3615,9.75,20.06075,22.15,35.20145,77.8,17.46528,39.2347,74.075471,2.1,26.22108,34.68252,29.89,21.82,21.6375,10.27263526,3.5,7.28,11.6,5.88,13.201,26.3505,6.95,41.6575,21.175942,0.09,0.13,0.044,9.136,6.2,5.04625,11.5,8.831,19.5,6,10.4025,69.933465,4.7485,5.339,3.561,10,31.76167,9.727,20.75,15.713,22.2883333333333,20.7,14.4695833333333,18.2333333333333,18.7766666666667,19.955,21.2933333333333,24.3016666666667,26.9816666666667,20.7,17.9041666666667,21.27,25.7825,26.3695,11.9416666666667,8.55,28.93325,24.406,26.25,26.29,5.57666666666667,5.25333333333333,34.33,36.375,13.03,8.65666666666667,14.4533333333333,21.6266666666667,27.6775,4.01208333333333,3.9075,3.06,3.42416666666667,24.83875,23.935,7.5025,16.26,19.6366666666667,18.055,36.305,30.885,25.80875,26.5441666666667
31,49.8,19.400001,8.253,6.87025,8.9,18.225,6.35,21.9065,7.15,33.642,18.894,13.676,36.731,32.9855,13.582,39.511,16,26.393,31.5,14.001,16,9.65,7.35,7.4,7.75,6.275,3.1761108,3.325,2.213791809,17.67,7.088,21.7554125,11,24.6282083333333,8.166667,2.2,35,9,4.65,7.8,10.3,22.65,15,27.214,30.779,26.8210833333333,10.4635,17.35,3.4916665,0.665,12.32,9.281666,21.3,7.14,6.5805,48.1883,9.7505,4.05,20.5525,20.75,89.235,80.42,45.949855,26.7615,8.5,6.116,12,29.13,19.472,16.9276308571429,13.85,1.9345968,34.1,37.1,70.3,70,63.7496125,4.47520833333333,8.15,21.072,36.526325,29.26894033,18.375,8.67425,6.1635,8.314,7.866,4.66333333333333,28,20.3545,9.68333333333333,20.06315,22.1,35.1637,77.8,17.46528,39.24045,73.9267455,2,26.28972,34.66692,30.125,21.775,21.65,10.193652055,3.5,7.25,11.58,5.88,13.2505,26.2505,7,41.6615,21.1706805,0.09,0.13,0.044,9.0645,6.2113,5.07965,11.4,8.833,19.6,5.95,10.3915,69.9460275,4.7715,5.34375,3.5396,10,31.80634,9.87,21.3,15.706,23.08,20.785,15.11,18.5883333333333,18.68,19.68,20.7695833333333,24.245,26.821,21.6766666666667,16.678,21.54875,26.85625,26.85625,11.76125,9.155,28.378,24.42125,26.53,26.2616666666667,5.5,5.22,34.62125,36.0983333333333,14.6325,8.785,14.285,21.9845833333333,23.5441666666667,3.785,3.86666666666667,3.03916666666667,3.485,25.2433333333333,24.2775,6.24333333333333,15.9,20.75,18.51625,36.625,30.99,23.97625,25.9225
31,49.849999,19.400001,8.2705,6.866,8.984,18.1875,6.35,21.9095,7.2,33.625,18.883,13.666,36.735,32.972,13.56,39.404,16,26.3665,32,13.9005,16,9.65,7.4875,7.4,7.8,6.25,3.1718063,3.3675,2.227300589,17.695,7.068,21.7366625,11,24.6435833333333,8.133333,2.2,35,9,4.8,7.9,10.3,22.6,15,27.1335,31.102,26.82125,10.4835,16.9,3.4949995,0.66666665,12.368335,9.281666,21.3,7.1135,6.5665,48.13918,9.7,4,20.53,20.736,89.235,80.457,45.95249,26.7585,8.5,6.1305,12.55,29.115,19.53,16.9,13.9,1.92926331666667,34.4,37.1,70.3,70,63.737645,4.45979166666667,8.1,20.994,36.87108,29.334470165,18.35,8.68108333333333,6.196,8.314,7.866,4.675,28,20.4095,9.66666666666667,20.0661,22.15,35.4106,77.8,17.4823135104,39.285,73.88415,1.85,26.22108,34.63416,30.07,21.72,21.65,10.208893125,3.5,7.23,11.565,5.88,13.201,26.1505,7.05,41.63,21.1672015,0.09,0.13,0.044,9.07,6.24155,5.1031,11.4,8.8365,19.6,5.9,10.3695,70.00545,4.80125,5.355,3.5203,10,31.862,9.956,21.2,15.715,22.565,20.9720833333333,14.83875,17.75625,18.4483333333333,19.87,21.0216666666667,23.6995833333333,27.9983333333333,21.66,19.6383333333333,21.745,26.64025,27.585,12.11625,9.10333333333333,29.58,24.31725,27.605,27.6725,5.51333333333333,5.25,34.9641666666667,36.41,13.499,8.8875,14.545,21.2083333333333,24.6266666666667,3.895,3.89333333333333,3.12833333333333,3.312,25.2116666666667,24.6991666666667,6.25,16.334,20.5,18.245,36.57,31.7066666666667,25.33,26.03375
31,49.849999,19.400001,8.279,6.8595,9.075,18.1416666666667,6.35,22.0465,7.2,33.6165,18.9035,13.666,36.7275,32.943,13.5465,39.35,16,26.3585,32,13.9005,16,9.7,7.625,7.4,7.825,6.225,3.14013965,3.41,2.241055005,17.661,7.09,21.7058375,11,24.68875,8.1,2.1916665,35.15,9,4.8,7.8,10.3,22.4505,15,27.201,31.089,26.8219166666667,10.505,16.85,3.523333,0.66666665,12.33667,9.291666,21.25,7.1135,6.5425,48.103975,9.7505,4,20.508,20.703,89.235,80.457,45.973815,26.7805,8.5,6.3005,12.5,29.096,19.497,16.9,13.95,1.92459341666667,34.4,37.1,70.3,70,63.74432,4.69666666666667,8.1,20.9745,36.902385,29.334470165,18.35,8.688,6.2,8.314,7.926,4.68666666666667,28,20.412,9.66666666666667,20.0696,22.15,35.38895,77.8,17.5055471832,39.30405,73.150773,1.85,26.22732,34.56708,29.99,21.67,21.65,10.169601645,3.5,7.23,11.55,5.85,13.151,26.15,7,41.663,21.154283,0.09,0.13,0.0435,9.0335,6.242,5.1227,11.4,8.8365,19.7,5.9,10.36675,70.1463125,4.79375,5.334,3.5015,10,31.861,9.8445,21.3,15.714,22.0570833333333,20.465,14.8375,18.3546666666667,19.1833333333333,20,21.1,23.6066666666667,27.3,22.41,17.2625,20.6825,27.7675,27.795,12.055,8.725,28.38025,24.03625,29.025,28.4025,5.51,5.225,34.43,36.365,13.97875,8.74166666666667,14.035,22.1923333333333,24.8533333333333,3.7125,3.8525,3.0075,3.33166666666667,25.19,24.8641666666667,8.9,16.35,18.1875,17.8816666666667,36.4633333333333,30.665,23.7829166666667,25.0275
31,49.8750015,19.400001,8.283,6.83775,9.08125,18.0416666666667,6.4,22.3955,7.2,33.608,18.924,13.666,36.72,32.914,13.533,39.344,16.101,26.3755,32,13.851,16,9.7,7.6,7.4,7.85,6.25,3.0358338,3.495,2.237482799,17.6335,7.077,21.696675,11,24.671375,8.0833335,2.1916665,35.9,9,4.75,7.8,10.3,22.4505,15,27.125,31.0625,26.8175833333333,10.5265,16.85,3.5216665,0.6733333,12.35333,9.3,21.25,7.0865,6.497,48.05806,9.701,4,20.508,20.6945,89.235,80.457,45.98348,26.774,0,6.321,12.65,29.1035,19.4675,16.9,14,1.92551136666667,34.5,37.1,70.3,69.9,63.763645,4.66,8.1,20.964,36.694,29.28595433,18.4,8.6635,6.184,8.314,7.866,4.6,28,20.448,9.63333333333333,20.0703,22.15,35.38815,77.75,17.50556022,39.285,73.756159,1.85,26.18624,34.62844,29.95,21.675,21.65,10.07343387,3.5,7.215,11.55,5.88,13.151,26.05,7,41.695,21.1667765,0.09,0.13,0.043,9,6.295525,5.1367,11.35848575,8.8565,19.7,5.9,10.353,70.153345,4.7785,5.379,3.4854,10,31.912,9.938,21.2,15.737,21.68,20.6175,14.559,17.74,19.1433333333333,19.99,20.9616666666667,23.5616666666667,28.4004166666667,21.33875,16.58,19.2725,26.385,27.4366666666667,12.7566666666667,8.42333333333333,28.3475,24.531,28.83,26.0325,5.45,5.225,34.38625,36.46125,15.0016666666667,8.11375,14.41875,21.235,25.2975,3.812,3.89,2.9825,3.235,24.964,24.3603333333333,8.835,16.6325,20.5,18.2925,36.9683333333333,30.2141666666667,26.16625,26.435
31,49.85000025,19.400001,8.27,6.8265,9.085,17.8166666666667,6.4,22.4225,7.2,33.591,18.9335,13.6595,36.7165,32.885,13.54025,39.2685,16.101,26.382,31,13.851,16,9.65,7.7,7.4,7.85,6.3,2.97986065,3.495,2.158081978,17.6055,7.061,21.675825,11,24.6145,7.933333,2.2,36,9,4.65,7.75,10.1505,22.4505,15,27.151,31.0965,26.816,10.532,16.9,3.5049995,0.66666665,12.41833,9.2899995,20.95,7.0865,6.4925,48.041055,9.8,4,20.4855,20.6535,89.235,80.4755,45.98766,26.7105,0,6.045,12.7,29.1095,19.4965,16.8,14.05,1.93701015,34.4,37.1,70.3,70.1,63.7757025,4.61333333333334,8.15,20.955,36.420955,29.287438495,18.4,8.59875,6.0745,8.314,7.747,4.48,28,20.398,9.58333333333333,20.1071,22.1,35.36845,77.75,17.4995719056,39.27835,73.947557,1.9,26.37136,34.51664,30.025,21.725,21.65,10.0427010955,3.5,7.215,11.53,5.88,13.201,25.95,7.05,41.6905,21.2164975,0.09,0.13,0.044,9.0225,6.2937,5.1621,11.3,8.8685,19.7,6,10.342,70.130517875,4.7645,5.379,3.4493,10,31.92167,9.931,21.15,15.734,22.2233333333333,20.82,14.7133333333333,17.675,19.1066666666667,20.475,20.8983333333333,22.70125,28.0983333333333,21.5716666666667,21.52,22.01125,25.38,26.835,11.7775,7.70333333333333,29.0073333333333,25.05625,28.45,25.25,5.43916666666667,5.0625,34.3958333333333,36.54,13.965,8.04,14.4616666666667,22.0265,24.4975,3.824,3.90666666666667,3.02,3.20416666666667,25.175,24.7683333333333,8.5625,16.5125,19.9325,17.9725,36.52625,30.8541666666667,25.0333333333333,25.725
